round,seq_num,is_outage,folder,crop_index,label,send_timestamp
48,143997,0,normal,2028,0,1782360390.110113
48,143998,0,normal,2325,0,1782360390.1120977
48,143999,0,normal,3450,0,1782360390.1140723
48,144000,0,normal,3139,1,1782360390.1160169
48,144001,0,normal,624,0,1782360390.1180437
48,144002,0,normal,2004,0,1782360390.1201153
48,144003,0,normal,2861,0,1782360390.1221666
48,144004,0,normal,96,0,1782360390.1245143
48,144005,0,normal,3616,0,1782360390.1263905
48,144006,0,normal,3351,1,1782360390.12838
48,144007,0,normal,2208,0,1782360390.1301174
48,144008,0,normal,1662,0,1782360390.1320853
48,144009,0,normal,1159,0,1782360390.13416
48,144010,0,normal,1578,0,1782360390.1365259
48,144011,0,normal,806,2,1782360390.1388664
48,144012,0,normal,501,0,1782360390.1401124
48,144013,0,normal,2299,0,1782360390.14201
48,144014,0,normal,53,0,1782360390.1440806
48,144015,0,normal,3360,1,1782360390.146
48,144016,0,normal,1601,0,1782360390.1480806
48,144017,0,normal,248,0,1782360390.1501086
48,144018,0,normal,17,0,1782360390.1520004
48,144019,0,normal,2367,0,1782360390.1540942
48,144020,0,normal,3028,0,1782360390.1561055
48,144021,0,normal,1565,0,1782360390.158437
48,144022,0,normal,2399,0,1782360390.1603923
48,144023,0,normal,2186,0,1782360390.1620734
48,144024,0,normal,3412,0,1782360390.1641505
48,144025,0,normal,701,0,1782360390.166551
48,144026,0,normal,1434,0,1782360390.1682675
48,144027,0,normal,3688,0,1782360390.1704538
48,144028,0,normal,3652,0,1782360390.1719735
48,144029,0,normal,12,0,1782360390.1741693
48,144030,0,normal,2627,0,1782360390.1762874
48,144031,0,normal,2126,0,1782360390.1783338
48,144032,0,normal,2243,0,1782360390.180029
48,144033,0,normal,1975,0,1782360390.182222
48,144034,0,normal,983,2,1782360390.1840303
48,144035,0,normal,3436,0,1782360390.1860263
48,144036,0,normal,1726,0,1782360390.1881874
48,144037,0,normal,2070,0,1782360390.1903057
48,144038,0,normal,2941,0,1782360390.192063
48,144039,0,normal,857,2,1782360390.1941504
48,144040,0,normal,1412,0,1782360390.196519
48,144041,0,normal,2631,0,1782360390.1982756
48,144042,0,normal,3108,1,1782360390.200122
48,144043,0,normal,2497,0,1782360390.2020063
48,144044,0,normal,677,0,1782360390.204104
48,144045,0,normal,476,0,1782360390.206008
48,144046,0,normal,780,2,1782360390.2080936
48,144047,0,normal,1095,0,1782360390.2101028
48,144048,0,normal,2605,0,1782360390.2120018
48,144049,0,normal,854,2,1782360390.2140946
48,144050,0,normal,271,0,1782360390.2161481
48,144051,0,normal,306,0,1782360390.2179868
48,144052,0,normal,3539,0,1782360390.2200983
48,144053,0,normal,2189,0,1782360390.222775
48,144054,0,normal,2086,0,1782360390.2239723
48,144055,0,normal,662,0,1782360390.2261004
48,144056,0,normal,1070,0,1782360390.2280552
48,144057,0,normal,2763,0,1782360390.230003
48,144058,0,normal,938,2,1782360390.2320914
48,144059,0,normal,3058,1,1782360390.234074
48,144060,0,normal,1608,0,1782360390.2360022
48,144061,0,normal,87,0,1782360390.238092
